Description,Link
paox33feliz sábado mis amores ❤️ ☺️ today was so productive for me can’t wait for you guys to see all the new content 🤗bronze skin and halo eyes 👀 ✨eyebrows @benefitcosmetics #benefitcosmetics gimme brow and @hourglasscosmetics brow sculpting pencil in ash eyeshadow @hudabeauty #hudabeautyrosegoldremasteredeyeliner @thebalm_cosmetics schwing liquid liner white liner @ofracosmetics eyeliner gel in white rabbit lashes @lillylashes “goddess “ #lillylashes highlighter @maybelline master crome bronzer @toofaced #toofaced sun bunny lips @shophudabeauty trendsetter #hudabeautyliquidmatte topped off with @pixibeauty x @chloemorello lip icing cake #paox33 #wakeupandmakeup #hudabeauty #glow #highlighter #brows #makeup #makeupjunkie98w,https://www.instagram.com/p/BjQVr2pgatG/
paox33spring vibes af 🦋🌸serum @sweetchefskincare ginger shotprimer @tatcha the liquid canvas #tatchacolor corrector @ctilburymakeup #charlottetilbury in shade 2foundation @loraccosmetics pro soft focus in shade mixed in  8 & 9 medium #loraccosmetics concealer @elfcosmetics #elfcosmetics hydrating camo concealer in medium warmcontour @hudabeauty tantour in light blended with @aloricollection brush xl diffuser translucent powder @hudabeautyshop easy bake #hudabeauty brows @benefitcosmetics gimme brow in 5#benefitbrowseyes @hudabeauty melted shadows in shades minted and french lace @colourpopcosmetics shadow in moonlite matte #colourpop mascara @milkmakeup kush waterproof #milkmakeup bronzer @essence sun club matt bronzing palette blush @jillstuartbeautyus lacy rose highlighter #essense pure nude sun lighter palette lipstick @smashboxcosmetics always on cream to matte in shade just barely #smashboxcosmetics lip balm @tatcha kissu lip mask setting spray @fentybeauty what it dew #fentybeauty #paox335w,https://www.instagram.com/p/B9U8GTLl0J1/
paox33another day another smokey eye 👁 💨who wants a tutorial?—————————-quien quiere un tutorial de este look?🙋‍♀️—————————-eyes @urbandecaycosmetics naked reloaded palette #urbandecay @lauramercier #lauramercier caviar eyeshadow stick in rose gold liquid liner @thebalm schwing liquid liner blush @lorealmakeup paradise enchanted in “charming “ foundation @wander_beauty nude illusion liquid foundation in golden medium #wanderbeauty brows @ctilburymakeup legendary brows in clear and used an dark brown eyeshadow to fill in lips @hudabeauty #hudabeauty liquid matte in trendsetter concealer @elfcosmetics 16 hr camo concealer in light beige #elfcosmetics contour palette @tartecosmetics tarteist contour palette version 3 #paox33 #wakeupandmakeup #motd #smokeyeye #maquillaje #maquiagem #smokeyeyes #tartecosmetics #loreal #eyeshadow57w,https://www.instagram.com/p/BumW-Pun6cX/
paox33warm tones 🍑🔥primer @beccacosmetics #beccacosmetics foundation @hudabeauty @shophudabeauty #fauxfilterfoundation mixed with @lauragellerbeauty dew dreamer illuminating drops in ballerina concealer @lauramercier blush @profusion eyes @maccosmetics x @patrickstarrr #macxpatrickstarrr heat stroke palette lashes @lillylashes #lillylashes mink miami liquid liner @thebalm_cosmetics schwing linerbronzer @marcbeauty #marcbeauty tan-tastic lip liner @lagirlcosmetics dark peach #lagirlcosmetics highlighter @lauramercier in addiction #paox33 #wakeupandmakeup #hudabeauty #makeupvideos #makeuptutorials #maquiagem96w,https://www.instagram.com/p/Bjp9_Etg8Nb/
"paox33😈🍷do you prefer dark or nude lips? eye mask : @kikomilanousa fall 2.0 eye contour mask brow pencil : @benefitcosmetics goof proof brow pencil in 03brow gel : @eyeko eyeshadow palette : @marcbeauty scandalust lashes : @lillylashes @lillyghalichi ""mykonos "" #lillylashes primer : @smashboxcosmetics iconic primer stick foundation: @wetnwildbeauty mega cushion foundation shade honey beige #wetnwildbeauty concealer : @tartecosmetics #tarte #tarteshapetapeconconcealer banana powder : @jcatbeauty bronzer : @lauramercier candle glow in 05 blush and highlight : @beccacosmetics #beccaholidayglow lips : @maccosmetics retro matte i'm ""high drama ""beauty sponge : @japonesque #japonesque #paox33 #makeup #motd #makeuptutorials #vegas_nay #peachyqueenblog #makeupvideo #fakeuproom #makeupvideos #maquiagem #makeupclips #fashionarttut #videosfashions #allmodernmakeup #makeupgirlz #make4glam #lillyghalichi #hairmakeupdiary #makegirlz #fakeupfix #linerandbrowsss #maryhadalittleglam #benefitbrows #maccosmetics128w",https://www.instagram.com/p/BapugRCANLN/
"paox33glossy or matte lips 🤔which one you prefer ?mauve obsessions 👀brows : @japonesque kumadori dual ended brow pencil in medium/dark eyes : @hudabeauty #hudabeautymauveobsessions foundation : @hourglasscosmetics stick foundation in beige concealer : @tartecosmetics #shapetapeconcealer ""medium ""highlighter: @maybelline #masterchrome matte lips : @smashboxcosmetics stepping out #alwaysonliquidlipstick glossy lips : topped off with @lancomeofficial #labsolou lipgloss in 202 eyeliner : @eyeko black magic liquid linerblush : @toofaced sweet peach glitter : @urbandecaycosmetics heavy metal in grind #paox33 #hudabeauty #wakeupandmakeup #japonesque #eyeko #maybelline #tartecosmetics #makeuptransformation #makeupjunkie #lancome118w",https://www.instagram.com/p/Bdsg9XegPUD/
paox33✨hello glow 🤩obsessing over this glam i created using the hello glow holiday set @frankierosecosmetics🙌❤️products used - highlight 3 shade paletteafterglow lip glossbrown eye pencilmatte perfection foundation oliveconcealer our lil secret in ginger pro contour palette#frankierosecosmetics #paox33 #makeup #motd72w,https://www.instagram.com/p/BqbNnjWnlc1/
"paox33obsessed with new @narsissist lipstick collectionloving these shades and formula from the new @narsissist lipstick collection😍✨.there are even 72  shades! literally a shade for everyone🙌.the formula feels amazing and so comfortable on the lips and it comes in 3 different finishes of matte, satin & sheer for only for $26💰check out my story to shop! #norulesjustlips #narsissist #narspartner #paox3327w",https://www.instagram.com/p/B3FpNsyFZHP/
paox33glossy 💋✨i’m currently getting ready to record another video 🙋🏽‍♀️what video would you babes want to see next ? let me know in the comments ☺️———————————mis amores estoy alistándome para grabar un videito nuevo para ustedes 😬 déjenme saber en los comentarios que les gustaría ver ?🤗eyebrows @benefitcosmetics kabrow in number 4 and gime brow 3 #benefitcosmetics eyeshadow @anastasiabeverlyhills #anastasiabeverlyhills soft glam palette liquid liner @thebalm_cosmetics #thebalm schwing liner white liner @lorealmakeup infallible #lorealmakeup foundation @shophudabeauty #fauxfilterfoundation in amaretti bronzer @kikomilanousa #kikomilano gold waves bronzer in 202 highlighter @ofracosmetics #ofracosmetics ”bali” lips @maccosmetics strip down lip liner and @lancomeofficial labsolu gloss in 202 lashes @lillylashes ”mink miami “ #lillylashes #lillyghalichi #paox33 #wakeupandmakeup #hudabeauty #motd #maquillaje #makeup #maquiagem #glowymakeup97w,https://www.instagram.com/p/BjYhOIvgPNT/
paox33so excited that @narsissist just launched a new lipstick line with 72 shades and 3 amazing finishes!🙌😬.-matte-satin-sheeri’m wearing this perfect matte red shade “inappropriate red” 😘  the formula is amazing and it is only $26! #norulesjustlips #narsissist #narspartner #paox3327w,https://www.instagram.com/p/B3KoWpnFW4L/
paox33emerald glam✨💚💙tried out the @elfcosmetics halo glow setting powder in shade light for under the eyes and medium on the rest of the face.it has such a beautiful soft finish and leaves your skin with a soft healthy glow available at elfcosmetics.com and @target online & in stores.#eyeslipsface #elfingamazing #elfcosmetics #elfpartner serum @sweetchefskincare kale serum shot primer @elfcosmetics poreless putty primer foundation @hudabeauty fauxfilter foundation in amaretti #hudabeautyconcealer @elfcosmetics camo concealer in shade tan sand eyes @shophudabeauty mercury retrograde and @smithamdcult glitter baby in jade highlighter @elfcosmetics x @nabela blush @lauramercier in peachlips @kkwbeauty creme lipstick in shade 5#paox336w,https://www.instagram.com/p/B9C0X5gJfiP/
paox33blush has become my newest obsession in 2019 💖🙌my current favorite are the new @buxomcosmetics wanderlust primer infused blushes.they are so pigmented and so easy to blend 👌🏼i’m using shade ibiza and mykonos.paired with the @buxomcosmetics  lip cream in “pink lady “available @sephora#buxombabe #ad60w,https://www.instagram.com/p/Bt1P2pBHFS7/
paox33let’s talk about this g l o w 👏using the new @elfcosmetics halo glow setting powder in shade light and it literally blurred out imperfections and gave my skin the most beautiful soft glow ✨available exclusively to e.l.f cosmetics online & @target #eyeslipsface #elfingamazing #elfcosmetics #elfpartner #paox336w,https://www.instagram.com/p/B9Fe4UdlaP7/
"paox33one of my fav eyeshadow looks😍👌🏼created this look using @buxomcosmetics eyeshadow bar singles. on the crease i have ""it crowd"" and ""big spender"" on the lid i have ""bold bling ""on the inner corner and brow bone i have ""diamond darling"" applied buxom’s plumpline lip liner on the lips in ""covert affair"" to complete the look.available at @ultabeauty #ultabeauty#paox33 #buxombabe #motd #sponsored124w",https://www.instagram.com/p/BbxR6s3Ar5A/
paox33obsessing over the new @hudabeauty #hudabeautynewnude  palette 😍💕 primer water @smashboxcosmetics #smashboxcosmetics primer serum @farsalicare skin tune #farsalicare foundation @lorealmakeup #loreal true match concealer @shophudabeauty #shophudabeauty the #overachieverconcealer in graham cracker and to contour i used shade butterscotch lips @covergirl exhibitionist lip kit on 435 streaker and 205 caramel nude #covergirl highlighter @lagirlcosmetics #lagirlcosmetics  glow in up in glow girl eyeliner @urbandecaycosmetics #urbandecay 24/7 glide in pencil in alkaline translucent powder @lauramercier #lauramercier lashes @eyerisbeauty “cleopatra “ #eyerisbeauty #wakeupandmakeup #paox33 #makeupvideos #motd #makeuplife #makeuptutorials #maquillaje #makeupvideoss #glowy #glowup #hudabeauty #makeupobsession75w,https://www.instagram.com/p/BpxClYjHoUI/
paox33this look has me feeling extra fierce 👑💋lash primer @lancomeofficial cils booster xl #lancomepartner mascara @lancomeofficial hypnose primer @olehenricksen eye cream @farsalicare haldi eyes skin tint @lancomeofficial skin feels goodconcealer @lancomeofficial teint idole ultra wear contour @hudabeauty tantour in medium highlighter @lancomeofficial dual finish highlighter lipstick #lancome drama matte in  obsessive red #paox3344w,https://www.instagram.com/p/ByQtf12ljaA/
"paox33the prettiest red 😩😍 perfect for valentine's day coming up 💓lips : @colourpopcosmetics x @iluvsarahii ""arriba "" #colourpopxiluvsarahii brows: @benefitcosmetics #benefitcosmetics goof proof brow pencil ""4 ""and gimme brow in ""4"" #benefitbrows eyes : @juviasplace #juviasplace nubian palette lashes : @lillylashes mink miami #lillylashes foundation: @lauramercier #lauramercier flawless fusion in suntanconcealer : @narsissist ""custard "" #narsissist bronzer : @kikomilanousa fall 2.0 baked bronzer in bronze melange #kikocosmetics blush : @evepearl blush trio sweet cheeks #evepearl highlighter: @purcosmetics #purcosmetics dreamer bronze and brighten cheek palette mascara: @kikomilanousa artic holiday volume mascara#paox33 #wakeupandmakeup #hudabeauty #vegas_nay #makeuptransformation #makeupjunkie #makeup #maquillaje #maquiagem #motd #redlips116w",https://www.instagram.com/p/BeGS9nBAEZc/
paox33feliz sábado mis amores lindos 🤗❤️because you can never go wrong with a smokey eye 🌚👀i usually do really bold brows but today i decided to keep it a bit natural 🙈eyes @urbandecaycosmetics born to run eyeshadow palette #urbandecay #borntorun lashes @eyerisbeauty oshun #eyerisbeauty brows @benefitcosmetics gime brow 04 #benefitcosmetics face @benefitcosmetics hello happy foundation in shade 6 (this was the first time i tried it and i love the finish )concealer @frankierosecosmetics our lil secret concealer in ginger lips @makeup_amor x @rinconcosmetics “flan “ face palette @beccacosmetics be a light palette in light to medium highlighter @maybelline master chrome #maybelline #paox33 #wakeupandmakeup #maquillaje #smokeyeye #maquiagem95w,https://www.instagram.com/p/BkG0y_8AENu/
"paox33#skincarevideo and no foundation  #naturalmakeup💦✨👀who else loves skin care videos?🙋🏽btw my skin type is combination cleanser : @toocoolforschool.us egg mousse soap bubbling  mask : @peterthomasrothofficial brightening bubbling mask (it has a cooling effect that makes my skin feel so refreshed and the foaming action releases oxygen into the skin ) this is definitely one of my favorite skin care products!toner : @freshbeauty rose deep hydration facial tonereye cream : @skinceuticals face oil: @byterryofficial ruby rose oil elixir ( this oil has to be my favorite for  the winter time ! it smells like heaven and absorbs into the skin so nicely not leaving that ""greasy feeling ""concealer : @tartecosmetics #tartecosmetics #shapetape ""medium "" multistick : @bitebeauty #bitebeauty prismatic multistick in rose pearl (applied on my eyes , cheekbones and lips )mascara : @lorealmakeup voluminous lash paradise brows : @benefitcosmetics gimme brow in ""3""blush : @toofaced #toofaced papa don't peach #paox33 #skincare #glow #hudabeauty #combinationskin #skincareroutine #skincareblogger #wakeupandmakeup #pores #glowyskin #masks #makeuptutorial #makeupvideo #maquiagem #skincareaddict #makeupjunkie #hypnaughtymakeup #allmodernmakeup #fakeupfix #makegirlz #trend #makeupclips #hairmakeupdairy #1minutemakeup117w",https://www.instagram.com/p/Bd5fdI6AA12/
paox33pop de amarillo🐣🌟 what are your thoughts on this look babes 🤔👇🏽faceprimer @pixibeauty rose flash balm #pixibeauty face spray @tatcha #tatcha luminous dewy skin mist foundation @shophudabeauty #hudabeautyfauxfilter amaretti and tres leches concealer @lauramercier flawless fusion ultra long wear concealer in 2n #lauramercier translucent powder @dermablendpro bronzer @urbandecaycosmetics beached bronzer #urbandecaycosmetics highlighter @lagirlcosmetics eyes@urbandecaycosmetics beached when palette yellow pigment @hankandhenrybeauty liquid liner @thebalm_cosmetics #thebalm lips @kikomilanousa gold waves lip oil #kikomilano #paox33 #wakeupandmakeup #hudabeauty #fauxfilterfoundations #makeuptutorial #makeupvideoss #hairmakeupdiary #allmodernmakeup #glow #highlighter #makeuptransformation #glowyskin #stylevideo #makeuplover #makeupjunkie #peachyqueenblog #maryhadalittleglam #hypnaughtypower #fakeuproom #makeupforbarbies100w,https://www.instagram.com/p/Bif2Zteg1TX/
"paox33mauve obsessions 👀💥my hair is lighter now 👩✨ do you guys like it ?🤔eyes : @hudabeauty @shophudabeauty #hudabeautymauveobsessions #hudabeauty glitter : @urbandecaycosmetics heavy metal in grind #urbandecaycosmetics face oil : @rodinoliolusso foundation : @hourglasscosmetics stick foundation in beige applied combined with the ""champagne flash "" vanish stick #hourglasscosmetics concealer : @tartecosmetics #shapetapeconcealer ""medium ""#tarte highlighter: @maybelline #masterchrome #maybelline bronzer: @kikomilanousa fall 2.0 bronzer shade 02 blush : @pretty_vulgar ""make them blush and @toofaced sweet peach translucent powder : @maccosmetics x @patrickstarrr ( so bomb !current fav )matte lips : @smashboxcosmetics stepping out #alwaysonliquidlipstick glossy lips : topped off with @lancomeofficial #labsolou lipgloss face spray : @smashboxcosmetics photo finish primer water #paox33 #hairmakeupdiary #wakeupandmakeup #make4glam #makeuptransformation #makeupjunkie #makeupvideos #makeuptutorials #1minutemakeup #makeupforbarbies #stylevideo #hypnaughtymakeup #makeupart #makeupvideoss #allmodernmakeup #concealer #makeupcoach #fakeupfix #smashboxcosmetics #makeupclips117w",https://www.instagram.com/p/BdwHE-egzS2/
"paox33golden vibes ✨♥️eyebrows @japonesque #japonesque kumadori dual ended brow pencil eyeshadow @nicolconcilio x @shopvioletvoss liquid liner : @thebalm_cosmetics schwing #thebalm mascara @benefitcosmetics #benefitcosmetics  bad gal mascara foundation @fentybeauty #fentybeauty in #profiltr 220concealer @tartecosmetics #shapetape in medium bronzer : @thebalm_cosmetics take home the bronze in toni highlighter @maybelline master chrome lips : @solalook ""jessie "" lined with @soapandglory pout standing in rhubarbarella lashes @hudabeauty jade #paox33 #hudabeauty #wakeupandmakeup #motd #makeupvideos #glow #glowy #maquillaje #makeupjunkie #makeuptransformation #shopvioletvoss #tartecosmetics #thebalm #maybelline #shophudabeauty111w",https://www.instagram.com/p/BfgftRjAjRb/
paox33aqui nomas  brillando✨☺️mis amoressss! tengo una preguntita para ustedes quien habla español aquí ? dejenme saber en los comentarios porfavor 👇🏽 yo hablo inglés y español pero mi primer lenguaje es español 🇪🇨❤️——————————————————-eyebrows @benefitcosmetics kabrow in number 4 and gime brow 3 #benefitcosmetics eyeshadow @anastasiabeverlyhills #anastasiabeverlyhills soft glam palette liquid liner @thebalm_cosmetics #thebalm schwing liner white liner @lorealmakeup infallible #lorealmakeup foundation @shophudabeauty #fauxfilterfoundation in amaretti bronzer @kikomilanousa #kikomilano gold waves bronzer in 202 highlighter @ofracosmetics #ofracosmetics ”bali” lips @maccosmetics strip down lip liner and @lancomeofficial labsolu gloss in 202 lashes @lillylashes ”mink miami “ #lillylashes #lillyghalichi #paox33 #wakeupandmakeup #hudabeauty #motd #maquillaje #makeup #maquiagem #glowy103w,https://www.instagram.com/p/Bh2r16wggBv/
paox33because it’s only right to wear a black lip in october ☠️👻 would you wear this makeup look ?🤔eyes @urbandecaycosmetics #urbandecay naked cherry and @marcbeauty #marcbeauty glitter eye shadow see-quins in glam noir lashes @lillylashes mink miami #lillylashes concealer @jouercosmetics #jouercosmetics essential high coverage liquid concealer in creme brûlée bronzer @beccacosmetics sun lit bronzer in bronzed bondi highlighter @maybelline #maybelline master chrome in molten gold blush @lauragellerbeauty #laurageller baked gelato vivid in rose water lips @milanicosmetics #milanicosmetics amore matte in wicked foundation @toofaced born this way in sand #toofacedcosmetics eyeliner @lagirlcosmetics neon eyeliner in fresh brows @benefitcosmetics gimme brow 4 and goof proof in 04 #benefitcosmetics #paox33 #wakeupandmakeup #hudabeauty #maquillaje #maquiagem #motd #glowup76w,https://www.instagram.com/p/BpXVpiSAJ9l/
paox33this lash combo is everything! i’m absolutely loving it🙌🔥using the @lancomeofficial cils booster xl & hypnose drama. the cils booster helps to lengthen and thicken lashes before applying mascara. you can also wear it at night to condition your lashes too!#lancomepartner concealer @lancomeofficial teint idole ultra wear highlighter @lancomeofficial dual finish highlighter in shimmering bufflips @smashboxcosmetics out loud #paox3345w,https://www.instagram.com/p/ByLjtqRFkvG/
paox33cafecito tones for my last tutorial of 2019✨🤎primer @neutrogena #neutrogena hydro boost glow primer serum and radiant primer serum #neutrogenahydroboost foundation @neutrogena healthy skin liquid makeup concealer @toofaced multi sculpt concealer #toofaced beauty sponge @beautyblender #beautyblender eyeshadow palette @colourpopcosmetics #colourpop it’s all good eyeshadow brushes @fentybeauty #fentybeauty bronzer @benefitcosmetics #benefitcosmetics hoola bronzer blush @lauramercier strawberry#lauramercier highlighter @lancomeofficial le monochromatique eye and cheek palette #lancome lips @covergirl #covergirl  melting pout matte in paradise lost and on the center  @maccosmetics #maccosmetics paint lip lacquer “try in on”#paox3314w,https://www.instagram.com/p/B6t3pXlFq10/
paox33trying out new goodies on camera is always so risky but i actually really liked every single product and i know my foundation was way too yellow for me 😂🤷🏽‍♀️ but oh well we made it work 😬moisturizer @kikomilanousa free soul blurring & moistutizing face cream foundation @bareminerals bare pro shade toffee 19 liquid bronzer #kikomilano concealer @lauramercier flawless fusionbronzer @benefitcosmetics #hoolabronzer eyeshadow @urbandecaycosmetics back talk palette highlighter @amrezy x @anastasiabeverlyhills #amrezyhighlighter #anastasiabeverlyhills lipgloss #urbandecaycosmetics hi-fi shine in fuellashes @eyerisbeauty #eyerisbeauty nile #paox33 #wakeupandmakeup #hudabeauty #makeuptutorials #makeupvideoss #hairmakeupdiary #allmodernmakeup #makeuptransformation #glowyskin #stylevideo #makeupjunkie #peachyqueenblog #maryhadalittleglam #makeuptutorial #hypnaughtypower #fakeuproom #makeupforbarbies107w,https://www.instagram.com/p/BghsCsnATDX/
"paox33happy halloween my loves 🌹💃🏻red lips and 🔪 wing 🙌what look do you want to see next ?🤔👇🏽brows : @eyeko gel brow and @benefitcosmetics #benefitbrows goof proof pencil in 4 eyeshadow palette : @beccacosmetics eye lights palette liquid liner : @thebalm_cosmetics #thebalmcosmetics schwing black liquid liner lashes @lillylashes ""mykonos ""#lillylashes yellow corrector : @lancomeofficial #lancome foundation : @frankierosecosmetics matte perfection in gold (use paox for discount ) concealer : @tartecosmetics #shapetapeconcealer contour : @lauramercier #lauramercier highlighter : #beccacosmetics ""prosecco pop ""lips : @kikomilanousa lip liner 03 and @smashboxcosmetics #alwaysonliquidlipstick in bawse brushes : @wetnwildbeauty #paox33 #makeup #makeuptips #makeuptutorials #makeupvideo #makeupvideos #makeuplook #maquiagem #makeupclips #hudabeauty #makeuplove #glowingskin #fakeuproom #peachyqueenblog #lillyghalichi #makegirlz #fakeupfix #beauty #maryhadalittleglam #mua #maquillaje #makeupvideoss127w",https://www.instagram.com/p/Ba7j2lUAVVa/
paox33golden eyes and nude lips ☺️✨que les parece este look mis amores ? 🍍 eyes @toofaced  sparkling pineapple eye shadow palette #toofacedtutti lashes @ardellbeauty  faux mink 253 foundation #toofaced dew you full coverage foundation in “sand “concealer @lancomeofficial teint idole ultra wear in 220 buff bronzer @beccacosmetics sunlit bronzer ipanema sun #beccacosmetics highlighter @ofracosmetics “bali “#ofracosmetics blush @toofaced sugared peach lipliner @kkwbeauty nude 2 #kkwbeauty and @lorealmakeup x @camila_cabello lip gloss in “desnudo “#loreal brows @physiciansformula smudge proof brow last in dark brown primer @joahbeauty glow activator primer brushes @japonesque #japonesque #paox33 #brows #maquillaje #makeuplife #maquiagem #wakeupandmakeup #makeupjunkie82w,https://www.instagram.com/p/BnkO43MgBir/
"paox33only picture i got of my makeup 🤷🏽‍♀️💦but miami you been so good to me!i wanna stay here 😍 babes i'm heading back home now and back to creating for you babes 🎨💄lashes : @lillylashes ""luxe "" lips : @smashboxcosmetics ""stepping out ""foundation : @hourglasscosmetics ""beige"" bronzer : @benefitcosmetics ""hoola bronzer "" brows : #benefitbrows goof proof brow pencil in number 4highlighter: @ofracosmetics ""bali "" #paox33 #highlighter #motd #makeup #makeupjunkie #ofracosmetics #lillylashes #smashboxcosmetics #hourglasscosmetics123w",https://www.instagram.com/p/BcIWjMXAfZQ/
paox33valentine’s day/ date night makeup look ❤️💃🏻 because you cant go wrong with a red lip on #valentinesday🌹facial oil @pixibeauty#pixibeauty rose oil blend foundation #wanderbeauty nude illusion liquid foundation liquid liner @thebalm schwing liquid liner #thebalm concealer @wander_beauty contour @milkmakeup matte bronzer applied with the @hudabeauty bake and blend brush #hudabeuaty powder @hourglasscosmetics veil translucent setting powder #hourglasscosmetics bronzer @bhcosmetics #bhcosmetics brilliance bronzer in coco cutie eye pigment #milkmakeup in afterparty blush @lauramercier #lauramercier colour infusion sangria highlighter @lauramercier magic hour face illuminator palette liquid lip @pixibeauty in real red sponge  @beautyblender #beautyblender #paox3361w,https://www.instagram.com/p/Bte69VSnv_t/
paox33this eyeshadow look 🔥🙌the new @sylviagani x @bhcosmetics palette is so pretty 😍!i’m really loving the formula and the way  the colors are blending together - $22 dollars for 24 colors #bhsylviagani #bhcosmetics #bhpartner free shipping from dec 20-24 only. face mask @toofaced #glowjob #toofaced liquid liner @thebalm schwing liner concealer @hudabeauty @shophudabeauty #overachieverconcealerlashes @ardellbeauty double demi wispies #ardelllashes #paox3368w,https://www.instagram.com/p/BroehxYH8LN/
"paox33pop of naranja 🍊💥 would you wear this lippie ? 😋 brows : @benefitcosmetics #benefitcosmetics precisely my brow pencil in number 4 eyes mask : @elfcosmetics #elfcosmetics hydrogel under eye mask eyeshadow palette : @flowerbeauty #flowerbeauty lashes : @lillylashes ""lush"" #lillylashes beauty oil : @byterryofficial foundation : @frankierosecosmetics ""gold "" #frankierosecosmetics concealer : @lauramercier #lauramercier candleglow concealer shade 2 bronzer : @benefitcosmetics hoola bronzer blush : @lauragellerbeauty baked gelato blush in rosewater #laurageller highlighter: @wetnwildbeauty #wetandwildbeauty lips : @shophudabeauty @hudabeauty ""mamacita "" and ""wild child"" on the center #hudabeautysummersolstice 🎵 wild thoughts -rihanna , dj khaled#paox33 #hudabeauty #wakeupandmakeup #makeup #motd #makeuptutorials #vegas_nay #1minutemakeup #makeupvideo #anastasiabeverlyhills #makeupvideos #maquiagem #makeupclips #fashionarttut #videosfashions #allmodernmakeup #makeupgirlz #make4glam #lillyghalichi #shophudabeauty #makegirlz143w",https://www.instagram.com/p/BWgjuCYgL00/
paox33can’t get over this glow ✨🔥body highlighter @hudabeauty n.y.m.p.h #hudabeautynymph in “luna “ face mist @farsalicare 24k rose gold skin mist #farsali foundation @wander_beauty mixed with @lorealmakeup concealer @hudabeautyshop #overachieverconcealer #hudabeautyshop powder #hudabeauty easy bake in banana bread eyeshadow @urbandecaycosmetics #urbandecay naked reloaded and @toofaced crystal whips in “tap that “#toofaced bronzer @benefitcosmetics #benefitcosmetics hoola bronzer blush @jillstuartbeautyus loose blush in cotton candy #jillstuartbeauty lips @milkmakeup #milkmakeup mush lip balm in “nug” #paox33 #makeup49w,https://www.instagram.com/p/Bw4ze-CHkm3/
"paox33which lip color you prefer ? mauve or purple? 🤔purple eyes 🔮😈 love how purple makeup my 💩 eyes pop ✨btw i recording this look it should be up tomorrow 😊brows : @hourglasscosmetics brow sculpting pencil in ""ash "" and brow volumizing fiber gel in ""warm brunette "" eyes : @hudabeauty #hudabeautydesertdusk eyeliner : @lagirlcosmetics ultimate black lashes : @lillylashes #lillylashes mink doha foundation @shophudabeauty #fauxfilter in ""tres leches "" #shophudabeauty bronzer : @thebalm_cosmetics #thebalmcosmetics bahama mama nude lip : @girlactik posh purple lip : @toofaced melted latex ""can't touch this "" topped off with #hudabeautylipstrobe in hypotic ""#paox33 #wakeupandmakeup #hudabeauty #vegas_nay #makeuptransformation #makeupjunkie #makeup #maquillaje #maquiagem #motd #purplemakeup #lillyghalichi116w",https://www.instagram.com/p/BeMJZZSgrfu/
"paox33stepping out of my comfort zone 💀 would you wear this look ? 🤔🖤eyes #hudabeautyrosegoldpalette gel liner  @frankierosecosmetics use code ""paox""💰lashes : #hudabeauty ""marilyn "" prepped  skin with @origins #origins unicorn essence @farsalicare #farsalicare, @thebodyshop tea tree mattifying lotion on my t zone foundation : @lagirlcosmetics #lagirlcosmeticsconcealer : @kikomilanousa in shade 03 #kikomilanolips : @lashesbylena baby matte ""heathen ""highlighter : @ofracosmetics x @nikkietutorials ""glazed donut "" #ofracosmetics bronzer : @benefitcosmetics  hoola bronzer blush : #ambientedit @hourglasscosmetics #hourglasscosmetics translucent powder :@beccacosmetics #paox33 #wakeupandmakeup #fakeupfix #vegas_nay #benefitbrowsearch #dailygirlsfeed #makeuptutorials #1minutemakeup #makeupvideo #makeupvideos #maquiagem #makeupclips #fashionarttut #videosfashions #allmodernmakeup #make4glam #shophudabeauty #makegirlz #alyakattan #makeuptransformation #linerandbrowsss134w",https://www.instagram.com/p/BY9rZK3grX8/
"paox33red lips and a fierce wing🙌❤eyes : @urbandecaycosmetics #urbandecaycosmetics eyeshadows spike and relish moisturizer : @origins ginzing #origins foundation : @lauramercier #lauramercier flawless fusion in suntan concealer : @byterryofficial touch-expert advanced shade 4 translucent powder : @lauramercier beauty sponge : @beautyblender #beautyblender highlight and contour : @bareminerals #bareminerals blush : @ofracosmetics ""bellini""#ofracosmetics liquid highlighter: @lancomeofficial #lancome #clickngo highlighter : @hudabeauty #hudabeauty #hudabeautysummersolsticelips: #hudabeautyliquidmatte in ""cheerleader ""#paox33 #wakeupandmakeup #makeuptutorials #vegas_nay #1minutemakeup #makeupvideo #anastasiabeverlyhills #makeupvideos #maquiagem #makeupclips #fashionarttut #videosfashions #allmodernmakeup #makeupgirlz #make4glam #lillyghalichi #shophudabeauty #makegirlz #alyakattan142w",https://www.instagram.com/p/BW02EX0AOsx/
"paox33where there’s smoke there’s fire 👀💨 🔥brushes used @japonesque #japonesque #japonesquepartnerround concealer,crease blending ,pointed crease blending,cut crease blending ,150 degree pointed eye liner,eye highlighter fan .available @ultabeauty #ultabeautyeyeshadow primer @smashboxcosmetics 24 hour photo finish shadow primer #smashbox eyeshadow palette @milanicosmetics #milanicosmetics pure passion palette eye topper @bhcosmetics eye lights in psych #bhcosmetics gel liner @pretty_vulgar the inklashes @eyerisbeauty sriracha #eyerisbeauty concealer @toofaced multi sculpting concealer in warm beige #toofaced highlighter @artistcouture illuminati #paox33 #wakeupandmakeup #hudabeauty #maquillaje #makeupjunkie #makeuplooks #eyebrows #eyeshadow #glowup #makeupvideos #makeuptutorial #maquiagem #makeuplife89w",https://www.instagram.com/p/Bll0B6gH9Bp/
