Description,Link
paox33sunset vibes 🌇 🌟powder @elfcosmetics halo glow setting powder in shade light under the eyes and medium for the rest of the face. i love how it smooths the appearance of fine lines!👏 available at elfcosmetics.com and @target online & in stores.#eyeslipsface #elfingamazing #elfcosmetics #elfpartner concealer @elfcosmetics 16hr camo concealer in shade tan sand brows @benefitcosmetics gimme brow in 4 eyeshadow palette @elfcosmetics 18 hit wonders eyeshadow palette pen liner @toofacedblush @kyliecosmetics flutter in love blush highlighter @elfcosmetics x @nabelalips @smashboxcosmetics always on cream to matte in shade stepping out #paox336w,https://www.instagram.com/p/B9AXtiol7U6/
paox33when the lighting sucks but your makeup still looks bomb ✨btw i tried a bunch of new products today🙌 eyebrows @benefitcosmetics brow contour pro in brown black light #benefitcosmetics foundation @milkmakeup blur liquid in golden sand concealer #milkmakeup flex concealer in light medium eyes @profusion siennas eye shadow palette and @maccosmetics dazzleshadow “everyday is sunshine”liquid liner @thebalm schwing liner #thebalm lashes @duartbeauty “dua” lips @shophudabeauty #hudabeautydemimatte in sheo topped off with @lagirlcosmetics lip plumper highlighter @ofracosmetics #ofracosmetics rodeo drive #paox33 #smokey #makeup #motd #maquillaje #hudabeauty87w,https://www.instagram.com/p/BmW7MiVg6kA/
"paox33natural glam focused on the skin✨what are your thoughts on this look i did  on my  friend @kanariyajoy? let me know if you would like to see more videos like this 🤔👇🏽primer : @smashboxcosmetics photo finish  hydrating primer strobing cream : @kikomilanousa artic holiday strobing face serum corrector : @motivescosmetics color correction quad in number 1 foundation : @shophudabeauty #hudabeautyfauxfilter in ""amaretti ""concealer : @lauramercier secret camouflage in shade sc-4 face spray : #smashboxcosmetics contour : @lauramercier soleil matte veil creme bronzer : @benefitcosmetics hoola bronzer blush : #benefitcosmetics dandelion blush translucent powder : @lauramercier eyebrows : @anastasiabeverlyhills #anastasiabrows brow pro palette lashes : @shopvioletvoss wisp it real good highlighter: #lauramercier  face illuminator in devotion lips : #anastasiabeverlyhills lip palette #paox33 #hudabeauty #hairmakeupdiary #motd #wakeupandmakeup #fakeupfix #kikomilano #makeuptransformation #makeupjunkie #beauty #maquiagem #makeupvideos #smashbox #makeuptutorials #makegirlz #1minutemakeup #stylevideo #glowy #highlighter #shophudabeauty #maquillaje #makeupslaves #glowyskin #beauty121w",https://www.instagram.com/p/Bc0apRSALb-/
paox33what do you guys think of this glam ✨🤩?face mist @freshbeauty vitamin nectar moisturizer #freshbeauty lotus brows @benefitcosmetics #benefitcosmetics brow styler “4”eyeshadow palette @hudabeauty #hudabeautymercuryretrograde (obsessed with this palette! launching october 31st)lashes @thelashbarla boss babe concealer #colourpop no filter concealer shade medium 26translucent powder @hudabeautyshop #easybake foundation @ctilburymakeup airbrush flawless in neutral blush @bareminerals bellini brunch #bareminerals bronzer @toofaced #toofaced gingerbread tan highlighter #colourpopcosmetics coronation lip liner  @colourpopcosmetics x @iluvsarahii  951 lipstick @colourpopcosmetics “beast “#paox33 #hudabeauty #love #motd #makeupjunkie23w,https://www.instagram.com/p/B4QYEjfl3S6/
paox33because less is more ✨back to school makeup 💕foundation @lancomeofficial #lancomepartner le teint particulier custom made foundation. love how this foundation covers all your imperfections but your skin still looks like skin 😍oil @wander_beauty glow ahead face oil liquid highlighter @lancomeofficial custom highlight drop in rose glow #lancome concealer @urbandecaycosmetics #urbandecaycosmetics naked skin bronzer @toofaced #toofaced sun bunny blush @jouercosmetics rose gold highlighter @lancomeofficial lips @lancomeofficial matte shaker pigment “pink a boo “#paox33 #makeupvideos #makeuptutorials #wakeupandmakeup #maquillaje #maquiagem #makeupjunkie #makeuplife84w,https://www.instagram.com/p/BnAQbPVgFOY/
paox33cada día me enamoro mas de mi país 🇪🇨❤️swipe for makeup deets 💕eyeshadow palette @colourpopcosmetics #colourpop night owl palette lips @hudabeauty #hudabeautypowerbullet interview concealer @colourpopcosmetics #colourpopcosmetics no filter lashes @lillylashes brooklyn face palette @ctilburymakeup glowgasm palette liquid liner @hudabeautyshop life liner #paox33 #simplemakeup19w,https://www.instagram.com/p/B5TV5WvF0QG/
paox33inspirada 🇪🇨❤️ comenta tu bandera ?💃🏻———————-where are you from? yellow shadow @colourpopcosmetics #colourpopcosmetics “sweet spot “blue liner @ctilburymakeup #charlottetilbury red eyeshadow @colourpopcosmetics “hard place “eye cream @muradskincare #muradskincare vita c dark circle corrector color corrector @lancomeofficial #lancome foundation @milanicosmetics #milanicosmetics screen queen mixed with @beccacosmetics ignite liquified light face & body highlighter in shade “creativity “ #beccacosmetics concealer @elfcosmetics hydrating camo concealer #elfcosmetics blush @lauramercier #lauramercier in fresco highlighter @ofracosmetics #ofracosmetics in shade start inspired lips @kkwbeauty #kkwbeauty lip liner in shade 1 and nude lipstick in shade 4#paox336d,https://www.instagram.com/p/B-p7rEFFz92/
paox33porque encajar cuando naciste para sobresalir💥————————why fit in when you were born to stand out 💛————————lips @hudabeauty #hudabeautyliquidmatte in trendsetter #paox33 #motd #outfits #ootd #outfitinspo #maquillaje #maquiagem #hudabeauty #popofcolor #makeupjunkie58w,https://www.instagram.com/p/BukKxo1Hi0H/
paox33what are your thoughts on this look babes ?🤔would you wear this look?👇🏽faceluminous spray @tatcha #tatcha primer spray @smashboxcosmetics photo finish primer water #smashbox #smashboxcosmetics moisturizer/ primer @ofracosmetics cool as cucumber #ofracosmetics strobing cream @lorealmakeup true match lumi glotion in 902foundation @hourglasscosmetics vanish foundation stick in beige #hourglasscosmetics concealer @urbandecaycosmetics naked skin in medium highlight and contour @anastasiabeverlyhills #abhfoundation banana and mink bronzer : @toofaced unicorn tears iridescent mystical #toofacedcosmetics highlighter  #loreal lumi shimmerista in 505 powder @maccosmetics x @patrickstarrr #maccosmetics eyes #urbandecaycosmetics  naked petite heat palette eyeliner @thebalm_cosmetics schwing #thebalm @kikomilanousa mini diva shadows lips@hudabeauty #hudabeautyliquidmatte in famous sponge @japonesque #paox33 #wakeupandmakeup #hudabeauty #eyebrows #makeuptutorials #makeupvideoss #makeupjunkie #fakeupfix #hairmakeupdiary #allmodernmakeup #peachyqueenblog #makeupforbarbies #fakeuproom #shophudabeauty #anastasiabervelyhills #kikomilano#shimycatsmua #maryhadalittleglam111w,https://www.instagram.com/p/BfZmQ42ASG7/
paox33smokey eyes are my favorite 👀💨moisturizer @skinfixinc barrier + lipid peptide cream eye cream lipid boost 360 eye #skinfix #totaskinnerdsface mist @glowrecipe #glowrecipe eyeshadow proceed with caution @colourpopcosmetics x @makeupshayla #colourpopcosmetics eyebrow pencil @lancomeofficialfoundation @hudabeauty #fauxfilter #hudabeautyhighlighter #lancome dual finish in rose gold concealer @lauramercier #lauramercier flawless fusion shade 3cbronzer @urbandecaycosmetics beached bronzer “bronzed”blush @colourpopcosmetics “whistle while you werk”lip @colourpopcosmetics #colourpop just a tint37w,https://www.instagram.com/p/B0PVEOZldas/
"paox33first fall tutorial 🍂🥀 who's excited for fall ??🙋🏽eye primer : @marcbeauty #marcbeauty eyes : @hudabeauty #hudabeauty #hudabeautydesertdusk liner : @lagirlcosmetics fineline #lagirlcosmetics lips : @lashesbylena baby matte ""mystic "" #lashesbylena primer : @beccacosmetics foundation : @beccacosmetics #beccacosmetics ultimate coverage complexion creme concealer : @tartecosmetics #tarte shape tape in medium loose powder : soft light blurring powder in ""pink haze ""@beccacosmetics highlight and contour @smashboxcosmetics #smashbox highlight : @burberry fresh glow highlighter in rose gold brushes : @smashboxcosmetics #paox33 #hudabeauty #wakeupandmakeup #makeup #motd #makeuptutorials #vegas_nay #1minutemakeup #makeupvideo #anastasiabeverlyhills #makeupvideos #maquiagem #makeupclips #fashionarttut #videosfashions #allmodernmakeup #makeupgirlz #make4glam #lillyghalichi #shophudabeauty #makegirlz #alyakattan136w",https://www.instagram.com/p/BYdqdCGgw1q/
paox33drugstore/affordable summer makeup 🎨💥foundation @milanicosmetics #milanicosmetics conceal + perfect i’m sand beige beauty sponge @elfcosmetics #elfcosmetics concealer @milanicosmetics conceal + perfectpowder @kissnypro setting powdereyeshadow palette #bhcosmetics x @tina_yongbronzer @bhcosmetics  brilliance bronzer in bronze babe liner @milanicosmetics lips @lagirlcosmetics #lagirlcosmetics neón lip liner  in fiery and @pixibeauty liquid lipstick in prettiest pink  #pixibeauty blush @milanicosmetics baked powder blush in bella bellini lashes @nanacocobeauty natural lashes collection in aubree #paox3341w,https://www.instagram.com/p/BzOWIwel99d/
paox33changing it up con un poquito de color🎨💕foundation @milanicosmetics #milanicosmetics conceal + perfect i’m sand beige concealer @milanicosmetics conceal + perfectbronzer @bhcosmetics #bhcosmetics brilliance bronzer in bronze babe lips @lagirlcosmetics #lagirlcosmetics neón lip liner  in fiery and @pixibeauty liquid lipstick in prettiest pink  #pixibeauty blush @milanicosmetics baked powder blush in bella bellini lashes @nanacocobeauty natural lashes collection in aubree #paox3341w,https://www.instagram.com/p/BzL3efzFhvK/
paox33glossy lids and red lips 🔥❤️powder @elfcosmetics halo glow setting powder in shade light.obsessed with the soft glow it gives your skin👏 available exclusively to e.l.f cosmetics online & @targetmoisturizer @glowrecipe watermelon glowfoundation color corrector @lancomeofficial teint idole ultra wearconcealer @elfcosmetics camo concealer in shade tan sand foundation @ctilburymakeup flawless foundation lashes @ardebeuaty 858bronzer @benefitcosmetics dallas eyes @elfcosmetics jelly pophighlighter @elfcosmetics x @nabela blush @lauramercier in frescolips @smashboxcosmetics always on cream to matte “bawse”#eyeslipsface #elfingamazing #elfcosmetics #elfpartner #paox33”6w,https://www.instagram.com/p/B9H8XWAFwWM/
paox33drugstore/affordable makeup look 🤑♥️who’s exited for the video ?💸eyebrows @maybelline brow precise micro pencil  in soft brown #maybelline eyes @elfcosmetics #elfcosmetics nude rose gold palette eyeliner @ardellbeauty lash boostier liquid eye liner #ardell foundation @lagirlcosmetics pro matte foundation in light tan #lagirlcosmetics concealer @lagirlcosmetics pro concealer in yellow corrector and nude bronzer @pixibeauty x @maryamnyc glow and bronze palette i used shades city kitty and statuesque #pixibeauty blush @lorealmakeup true match in apricot kiss #loreal highlighter @wetnwildbeauty moon tears #wetandwild lips @colourpopcosmetics #colourpop x @iluvsarahii “arriba” #iluvsarahiixcolourpop #paox33 #wakeupandmakeup #hudabeauty #drugstoremakeup #makeuptutorial #maquiagem #maquillaje #makeupjunkie #redlips110w,https://www.instagram.com/p/BfuUmRlA-PS/
"paox33glowy and peachy 😋 brows : @lorealmakeup #lorealmakeup brow stylist definer in brunette eyes : @hudabeauty #hudabeautydesertdusk liner : @lagirlcosmetics #lagirlcosmetics #fineline highlighter : @ofracosmetics ""bali "" #ofracosmetics lips : @frankierosecosmetics liquid lipstick ""macaroon "" and @elfcosmetics lip plumping gloss foundation : @frankierosecosmetics #frankierose use ""paox"" for discount !#elfcosmetics ""mocha twist"" #paox33 #wakeupandmakeup #motd #shophudabeauty135w",https://www.instagram.com/p/BYqrbijgPfs/
paox33my favorite kind of tones 🤤eyebrows @fentybeauty #fentybeauty brow mvp in medium brown eyes @colourpopcosmetics #colourpop what ever eyeshadow palette liquid liner @urbandecaycosmetics perversion #urbandecay lashes  @thelashbarla “heartbreaker” #thelashbar foundation @ctilburymakeup airbrush flawless foundation shade 7 warm concealer @elfcosmetics #elfcosmetics 16hr camo in tan latte blush @colourpopcosmetics #colourpopcosmetics super shock cheek in 2 cool 4 school bronzer @tartecosmetics amazonian clay water proof bronzer lipstick @hudabeauty #hudabeauty matte lipstick in interview topped off with @colourpopcosmetics so juicy plumping gloss in “ let it happen “ #paox3328w,https://www.instagram.com/p/B2xKDCQFgNR/
paox33from 0-100😬🤫face mist @glowrecipe #glowrecipe moisturizer @lancomeofficial absolue #lancome eye and face palette @ofracosmetics x @valelorenbeauty #ofracosmetics highlighter @bareminerals #bareminerals endless glow in fierce liquid liner @tartecosmetics #tartecosmeticsbronzer @beccacosmetics lipstick @luminesscosmetics x @sirjohnofficial “trouble “ foundation @ctilburymakeup airbrush flawless in “7 neutral “#charlottetilbury concealer @jouercosmetics essential high coverage in biscotti #jouercosmetics and to clean up brows @tartecosmetics #shapetapeconcealer powder @hudabeautyshop #easybake in banana bread #hudabeautyshop #paox3331w,https://www.instagram.com/p/B2ARZmKlorK/
paox33drugstore glam 👀 💰—————————-maquillaje economico🙌———————-eyes @covergirl full spectrum eyeshadow in fs100 #covergirl eyeliner #covergirl defining moment in deep purple highlighter @maybelline #maybelline #masterchrome bronzer @wetnwildbeauty #wetnwildbeauty coloricon in queens land foundation @lagirlcosmetics pro matte in light tan #lagirlcosmetics concealer @maybelline instant age rewind in light blush @lorealmakeup paradise enchanted in charming #loreal #lorealmakeup lips @pixibeauty  matte liquid lip in evening rose mixed with bare beauty #pixibeauty #paox3362w,https://www.instagram.com/p/BtUfC0MHsZ1/
paox33orange you glad i’m back with another video ?🍊🧡😅 do we like this look?✨eyeshadow palette @colourpopcosmetics “orange you glad “ #colourpopmoisturizer @ctilburymakeup charlottes magic creamcolor corrector @beccacosmetics #beccacosmetics under eye brightening corrector pen liner @sammarcelbeauty waterproof liner lipstick @ctilburymakeup glowing jen #charlottetilbury bronzer @milanicosmetics silky matte bronzing powder #milani highlighter @ctilburymakeup glowgasm face palette foundation @fentybeauty  pro filter in 235concealer #fentybeauty powder @hudabeauty #hudabeauty #easybake in banana bread body glitter @pretty_vulgar glitter dust brushes @colourpopcosmetics #paox3336w,https://www.instagram.com/p/B0jeLvxFylc/
"paox33smokey af💀🖤what are your thoughts on this look babes🤔do you prefer dramatic or natural looks more on me ?eyebrows @benefitcosmetics #benefitbrows goof proof brow pencil in ""5""eyes : @urbandecaycosmetics  distortion paletteeyeliner : @marcbeauty in ""taboo ""lashes : @shopvioletvoss ""eye do ""lips : @hudabeauty #hudabeautyliquidmatte in trendsetterfoundation: @shophudabeauty #hudabeautyfauxfilter in ""amaretti ""concealer : @byterryofficial shade 5 bronzer : @benefitcosmetics ""hoola bronzer "" blush : @pretty_vulgar make them blush ""mirror mirror ""highlighter : @thebalm_cosmetics mary-lou manizerbrushes @shopvioletvoss rose gold set #paox33 #motd #makeup #makeuptransformation #makeupjunkie #maquillaje #maquiagem #hudabeauty #makeupvideos #shophudabeauty121w",https://www.instagram.com/p/BcoIJeGAKLi/
paox33glam queen of hearts 👑 ♥️ inspo @thealexbox 🔥btw i’m not the best at halloween makeup so be nice please 😂😬brows @benefitcosmetics brow styler #benefitcosmetics lips @hudabeauty #hudabeauty matte lipstick topped off with @toofaced melted latex in “i’m bossy” lashes @colourpopcosmetics #colourpop style “mami “blush @colourpopcosmetics #colourpopcosmetics seed u later #toofaced liner @urbandecaycosmetics #urbandecay perversion water proof pen liner glitter @urbandecaycosmetics heavy metal disco dream jewels and heart @wetnwildbeauty #wetnwildbeauty #halloweenmakeup #halloween #halloweenideas #motd #makeupinspo #queenofhearts25w,https://www.instagram.com/p/B3u7jIzlTBq/
paox33bringing you babes some color💥💕obsessed with the @hudabeauty #hudabeautyobsessions in neon pink😍🙌eyes @hudabeautyshop #hudabeauty melted shadows in silk bomber and bubble gum face mist @tatcha luminous dewy skin mist #tatcha eye cream @farsalicare haldi eyes #farsali primer @milkmakeup hydro grip  #milkmakeup foundation @physiciansformula #physicianformula the healthy foundation in shade mn3 color corrector @evepearl medium concealer @lancomeofficial #lancome teint idole ultra wear camouflage translucent powder @hourglasscosmetics veil #hourglasscosmetics highlighter @jouercosmetics molten glow #jouercosmetics bronzer @bareminerals #bareminerals lipstick @maccosmetics #paox3340w,https://www.instagram.com/p/Bzl5RcXFxGM/
paox33#nofalsiesfebruary has come to an end and my lashes are looking 👌🏼💯——————————products used @grandecosmetics -grande lash md - grande primer - grande mascara -grande lips hydrating lip plumper in cashmere buff#grandecosmetics #grandegems #paox33 #ad available at grandecosmetics.com58w,https://www.instagram.com/p/BucaHzpna46/
"paox33cotton candy vibes 💕 🍭 and the weird pose award goes to @paox33 🥇😂 btw i did a ig stories tutorial on this eye look if you guys wanna see😘brushes used @japonesque eye brushes- cut crease blending ,precision concealer ,precision baking ,eye detailer #japonesquepartner available @ultabeauty eyeshadow palette @shopvioletvoss flamingo eyeshadow palette wing liner @urbandecaycosmetics #urbandecay perversion waterproof fine point eye pen foundation @toofaced born this way in warm beige #toofacedlips @ofracosmetics sanibel #ofracosmetics bronzer @benefitcosmetics hoola bronzer highlighter @ofracosmetics rodeo drive eyebrows @lorealmakeup brow stylist in dark brunette #loreal and gimme brow 4 #benefitcosmetics #paox33 #wakeupandmakeup #japonesque #makeupjunkie #maquillaje #maquiagem #makeuplife90w",https://www.instagram.com/p/Blg9Ui-AWn5/
paox33you can never go wrong with a red lip ❤️😘just uploaded a makeup tutorial on this look!link is on bio 🤗brows @benefitcosmetics #benefitbrows gimme brow face primer and eye cream @olehenriksen banana bright lips @lagirlcosmetics lip liner im reddish and @smashboxcosmetics always on liquid lip in “bang bang “blush @jillstuartbeautyus loose blush in cotton candy highlighter @beccacosmetics champagne pop face spray @farsalicare rose gold skin mist #farsali concealer @wander_beauty dualist matte and illuminating concealerfoundation @esteelauder double wear bronzer @wetnwildbeauty #paox33 #wakeupandmakeup #motd #redlips #glam #getreadywithme #makeuptransformation53w,https://www.instagram.com/p/Bv5VDRkHP0M/
paox33yes or no to this look babes?🤔🎀💘face spray : @tatcha luminous dewy skin mist #tatcha face primer : @marcbeauty liquid luminizer : @thebalm_cosmetics mary dew manizer mixed it with @toofaced born this way foundation in sand and i was shoooook😍✨ ! #toofaced #marcjacobsbeauty concealer : @katvondbeauty lock it concealer light 7 translucent powder @maccosmetics  x @patrickstarrr bronzer : @benefitcosmetics #hoolabronzer #benefitcosmetics eyes : @smashboxcosmetics photo edit eye shadow trio in nude pic : deep #smashboxcosmetics and @toofaced white peach palette @urbandecaycosmetics glitter in grind #urbandecay liquid liner : @thebalm_cosmetics #thebalmcosmetics lips : @ofracosmetics dutches #ofracosmetics highlighter : @hudabeauty #hudabeauty summer highlight palette #hudabeauty3dhighlight lashes @lillylashes mykonos #lillylashes #paox33 #makeupvideoss #wakeupandmakeup #hairmakeupdiary #shimycatsmua #hypnaughtymakeup #maryhadalittleglam #makeupvideo #makeuptransformation #maquiagem #makeupjunkie #toofacedcosmetics #make4glam #makeupforbarbies #makeuptutorial113w,https://www.instagram.com/p/Be1q62vgwGz/
paox33dark lips always make me feel like i can do anything 😅😈💪🏼happy saturday my loves !🤗what are you guys up to ?!i tried a bunch of new goodies today and can't wait to show you 🔥eyes @urbandecaycosmetics #urbandecay naked petite heat eyeliner : @thebalm_cosmetics schwing #thebalm bronzer : @toofaced unicorn tears iridescent mystical bronzer mascara : @benefitcosmetics #benefitcosmetics bad gal highlighter @lorealmakeup #loreal lumi shimmerista in 505 lips @hudabeauty @shophudabeauty #hudabeauty #hudabeautyliquidmatte in famous foundation @hourglasscosmetics stick foundation in beige concealer #urbandecaycosmetics naked skin concealer in medium #paox33 #wakeupandmakeup #motd #darklips #highlighter #makeupjunkie #makeupvideos112w,https://www.instagram.com/p/BfUOFywgM8y/
paox33smoked out wing 💨 🔪btw thank you so much for all the love on my hair 🤗eyes @glamlite pizza palette #glamlite brows @benefitcosmetics gime brow 5 #benefitcosmetics lips @ofracosmetics #ofracosmetics liquid lipstick in verona foundation @wander_beauty nude illusion liquid foundation in golden medium concealer @jouercosmetics essential high coverage in creme brûlée #jouercosmeticshighlighter @maybelline #maybelline master chrome in molten gold blush #wanderbeauty on the glow blush in berry whisper bronzer @bhcosmetics brilliance bronzer coco cutie #bhcosmetics #paox33 #wakeupandmakeup #motd #smokeyeye #maquillaje #maquiagem #glowymakeup #eyeshadow #makeupjunkie66w,https://www.instagram.com/p/BsRO-ahnWEp/
paox33cafecito tones ☕️ 💩eyes @colourpopcosmetics california love palette #colourpop inner corner @iambeckyg x @colourpopcosmetics super shock in oro #beckygxcolourpop foundation @fentybeauty #fentybeauty pro filtr hydrating long wear in 235lashes @duartbeauty “zana” #duartbeautylips @sirjohnofficial x @luminesscosmetics “trouble”highlighter @personacosmetics cali glow in “zuma” #personacosmetics #paox3335w,https://www.instagram.com/p/B06tStzlnis/
"paox33hola mis amores!😘this bold makeup got me feeling sooo🔥🔥foundation : @frankierosecosmetics #frankierosecosmetics shade ""gold"" coupon code for discount (paox)  current fav ! obsessed with the coverage 🙌brows : @benefitcosmetics ultra fine brow defining pencil in ""4"" #benefitcosmetics #benefitbrows eyes : @urbandecaycosmetics #urbandecay #nakedheat palette eyeliner : @maybelline #maybelline curvitude lashes : @shopvioletvoss #violetvoss ""eye do "" highlighter : @kikomilanousa glow fusion shade ""02""lips : @smashboxcosmetics #smashbox #alwaysonliquidlipstick ""miss conduct "" #paox33 #hudabeauty #wakeupandmakeup #benefitcosmetics #motd #kikomilano #makeupjunkie #makeup139w",https://www.instagram.com/p/BXiSmbcgTKG/
"paox33hair care, skin care and lip care 👀🍯🎥i get asked so much about my favorite skin care products, hair products and all that good stuff so i'm starting to film more of these videos sharing my favs 💕my skin type is #combinationskin and my hair is very oily at the roots ( we are all different and these are products that work for me and i personally like . this video is not sponsored )hair mask: @lorealhair #lorealhair clay maskface mask : @origins #origins clear improvement charcoal mask sheet mask : @toocoolforschool.us egg cream masklip care: @bitebeauty agave lip balm #bitebeauty hair color by : @johannalovescolor #skincare #skincareroutine #hudabeauty #wakeupandmakeup #haircare #videotutorial #beautyhair #hairroutine #shimycatsmua #haircaretips #hairtutorial #glowyskin #facemask #makeupvideos #vegas_nay #skincarejunkie #haircolor #tutorial #beauty #beautyblogger #paox33 #peachyqueenblog #maryhadalittleglam133w",https://www.instagram.com/p/BZTwBKyAXUU/
"paox33“that flawless foundation finish ✨🙌so excited to have partnered with @lancomeofficial to show you guys my experience at the #lancome counter with the le teint particulier custom made foundation.if you guys are not familiar how this works, a lancôme color expert scans your face in 3 different parts to measure your shade and your unique undertones.my favorite thing is that you can also choose your coverage and hydration level. i chose medium coverage and couldn’t be any happier with the way it wears and looks on my skin !🤩❤️#ad #lancomepartner #paox33 “86w",https://www.instagram.com/p/BmcNKi_AYTp/
"paox33no wing liner bronze look 😋🍂 ig tutorial going up later  with full deets 😬brows : @benefitcosmetics #benefitcosmetics kabrow 04 white liner : @lorealmakeup #loreal highlighter and blush : @deckofscarlet x @thefashionfreakk lashes : @lillylashes ""miami ""lipgloss : @maccosmetics #maccosmetics foundation : @hourglasscosmetics #hourglasscosmetics in beige #paox33 #motd #hudabeauty #wakeupandmakeup #makeup #makeupblogger #maquiagem #maquillaje132w",https://www.instagram.com/p/BZg2zqjg3d0/
paox33drugstore/affordable glam ✨🤑 #paox33 face oil @pixibeauty  rose oil blend #pixibeauty color corrector @covergirl full spectrum contour & correct expert cream palette #covergirlfoundation @neutrogena healthy skin concealer #neutrogena radiant cream concealer eye shadow palette @elfcosmetics haute chocolate eyes #elfcosmetics pen liner @rimmellondonus wonder ink contour stick #rimellondon insta duo contour stick medium bronzer @wetnwildbeauty x pac-man #wetnwildbeauty blush @milanicosmetics baked powder blush in rose d’oro #milanicosmetics highlighter @makeupobsession mega honey #makeupobsession lips @pixibeauty mate beigemakeup brushes @bhcosmetics #bhcosmetics7w,https://www.instagram.com/p/B8uUS2XFF0J/
paox33glam queen of hearts 👑 ♥️ inspo @thealexbox 🔥brows @benefitcosmetics brow styler #benefitcosmetics #gimmebrow eyeshadow @colourpopcosmetics bye bye birdie concealer @tartecosmetics #tartecosmetics #tartecosmetics #shapetapeconcealer lips @hudabeauty #hudabeauty matte lipstick topped off with @toofaced melted latex in “i’m bossy” lashes @colourpopcosmetics #colourpop style “mami “blush @colourpopcosmetics #colourpopcosmetics seed u later #toofaced liner @urbandecaycosmetics #urbandecay perversion water proof pen liner glitter @urbandecaycosmetics heavy metal disco dream jewels and heart @wetnwildbeauty micelar water @garnierusa rose water setting powder @hudabeauty #hudabeauty #easybake #paox33 #wetnwildbeauty #halloweenmakeup #halloween #halloweenideas #motd #makeupinspo #queenofhearts24w,https://www.instagram.com/p/B38RULtF5C-/
paox33full face using only drugstore makeup!😋👊🏽 i will be posting a tutorial on this look later with full deets can't wait for you guys to see it 🤗highlighter : @maybelline #maybelline master chrome lips : @lorealmakeup #loreal infallible paint matte shade 346 and 344 on center on lips lashes : @salonperfect stacked #salonperfect #paox33 #drugstoremakeup #makeup #motd #wakeupandmakeup142w,https://www.instagram.com/p/BWssOupAC9a/
paox33easy holiday glam ✨❤️moisturizer @tatcha the water creamprimer #tatcha the silk canvas foundation @hudabeautyshop #hudabeauty “amaretti “concealer @toofaced #toofaced born this way in golden beige translucent powder @ofracosmetics #ofracosmetics bronzer @benefitcosmetics #benefitcosmetics hoola bronzer eyeshadow @lancomeofficial #lancome les monochromatic palette blush @rimmellondonus #rimmellondon maxi blush highlighter @ofracosmetics derma mineral powder in shade pink sapphire lip @hudabeauty cinco de mayo topped off with @colourpopcosmetics x @iambeckyg very cherry roller gloss#paox33 #beckygxcolourpop16w,https://www.instagram.com/p/B6Mp313FifN/
paox33carita de angel 😇 😏feliz sabado mis amores 💃🏻love adding a pop of color on the eyes 👀🦋eyebrows @japonesque #japonesque dual ended brow pencil eyes @toofaced sweet peach palette liquid liner @thebalm_cosmetics #thebalm schwing liner foundation @hourglasscosmetics stick foundation in beige #hourglasscosmetics lips @smashboxcosmetics stepping out #smashboxhighlight and contour @toofaced natural face palette  #toofacedcosmetics color liner @lagirlcosmetics glide gel liner in “aquatic” #lagirlcosmetics #paox33 #wakeupandmakeup #motd #maquillaje #maquiagem #makeupjunkie #makeuptutorial104w,https://www.instagram.com/p/BhkNDUEgvGU/
"paox33fall vibes 💩💕i mean at least he seems to be liking this lipstick on me 😂😻what do you guys think of this look? and do you guys have any pets ??lipstick : @smashboxcosmetics #alwaysonliquidlipstick in ""true grit ""lashes : @shophudabeauty #shophudabeauty jade eyes : #hudabeautydesertdusk #hudabeauty brows : @benefitcosmetics precisely my brow pencil in number 4 #benefitbrows #benefitcosmetics highlighter: @makeupaddictioncosmetics #makeupaddictioncosmetics holy glow fantasy #paox33 #wakeupandmakeup #fallmakeup #makeup #motd #makeuplover132w",https://www.instagram.com/p/BZuD96Kga95/
paox33it's friday babes!💃🏻 what are your plans for this weekend ?  found this picture on my camera roll that i forgot to post 🤷🏻‍♀️lips : @hudabeauty #hudabeautyliquidmatte in trendsetter #hudabeautychoker : @windsorstore #windsor #makeup #motd #paox33132w,https://www.instagram.com/p/BZognI8AcRf/
"paox33""that pop of color🌈💓loved customizing my own palette using @buxomcosmetics . the eyeshadows are so pretty and pigmented 👌🏼there are 40 shades to choose from to customize your own unique palette.available at @ultabeautyto complete this look i also used hold the line waterproof eyeliner in doors unlocked big tease plumping mascara full on lip polish in margaret #paox33 #buxombabe #buxomcosmetics #makeupvideos #makeuptutorials #sponsored125w",https://www.instagram.com/p/BbhvCFTACe9/
paox33my current go to #foundationroutine ✨💗using @lancomeofficial #lancome le teint particulier custom made foundation.absolutely love the buildable coverage and the finish that this foundation has 😍 #lancomepartner primer @lancomeofficial la base pro oil free primer concealer @lancomeofficial teint idole ultra wear translucent powder @dermablendpro loose setting powderblush @lauramercier #lauramercier highlighter @doseofcolors x @iluvsarahii sol mate liquid lipstick #iluvsarahiixdoseofcolors “aethethic “ #doseof colors #paox33 #makeupvideo #makeuptutorials #wakeupandmakeup #makeuplife85w,https://www.instagram.com/p/Bm4gz9WHbrO/
